Car_type,Kms_driven,No_of_owners,Car_name,Car_model,Model_Year,Car_price,Fuel_type,Insurance_type,Transmission,Engine,Max_power,Color,Seating_capacity,Mileage
Sedan,47146,1,Honda,Honda City,2017,750000,Petrol,Comprehensive,Manual,1497,116.38575999999999,Golden Brown,5,17.0
Hatchback,17797,1,Hyundai,Hyundai Grand i10,2016,495000,Petrol,Comprehensive,Automatic,1197,81.86,White,5,18.9
Hatchback,52802,1,Maruti,Maruti Swift,2015,475000,Petrol,Comprehensive,Manual,1197,85.8,Silver,5,18.6
SUV,46830,2,Honda,Honda WR-V,2018,700000,Diesel,Third Party insurance,Manual,1498,98.6,Red,5,25.5
Sedan,34000,1,BMW,BMW 3 Series GT,2016,2700000,Diesel,Comprehensive,Automatic,1995,188.0,White,5,21.76
SUV,70038,1,Ford,Ford Ecosport,2018,785000,Petrol,Third Party insurance,Manual,1497,121.31,White,5,17.0
Hatchback,15957,1,Tata,Tata Altroz,2021,795000,Petrol,Third Party,Manual,1199,108.48,Red,5,18.05
Sedan,63860,2,Honda,Honda Amaze,2014,415000,Petrol,Comprehensive,Manual,1199,88.76,White,5,18.6
Sedan,51252,1,Maruti,Maruti Swift Dzire,2017,660000,Petrol,Comprehensive,Automatic,1197,81.8,Red,5,21.21
SUV,56071,2,Ford,Ford Ecosport,2015,543000,Petrol,Third Party,Automatic,1499,110.4,White,5,15.63
Hatchback,38100,1,Honda,Honda Jazz,2017,650000,Diesel,Third Party insurance,Manual,1498,98.6,CARNELIAN RED PEARL,5,27.3
SUV,87634,3,Mahindra,Mahindra XUV500,2017,1129000,Diesel,Comprehensive,Automatic,1997,140.0,White,7,16.0
Hatchback,14424,1,Hyundai,Hyundai i10,2010,270000,Petrol,Third Party insurance,Manual,1197,78.9,Grey,5,20.36
Sedan,39542,2,Tata,Tata Tigor,2018,557000,Petrol,Third Party,Automatic,1199,83.81,Silver,5,20.3
Hatchback,114507,2,Hyundai,Hyundai Grand i10,2016,441000,Petrol,Third Party,Manual,1197,82.0,Silver,5,18.9
Hatchback,67129,1,Fiat,Fiat Punto Pure,2015,340000,Diesel,Comprehensive,Manual,1248,75.0,Purple,5,20.3
Hatchback,35405,1,Volkswagen,Volkswagen Polo,2021,1000000,Petrol,Third Party,Manual,999,108.62,White,5,18.24
Hatchback,62992,1,Volkswagen,Volkswagen Polo,2010,295000,Diesel,Comprehensive,Manual,1199,73.9,Red,5,22.07
Hatchback,94241,1,Hyundai,Hyundai Santro Xing,2009,165000,Petrol,Comprehensive,Manual,1086,62.1,Silver,5,17.92
Hatchback,101423,2,Tata,Tata Indica,2013,149000,Diesel,Comprehensive,Manual,1396,69.0,Silver,5,25.0
Sedan,21647,1,Toyota,Toyota Etios,2013,475000,Petrol,Third Party insurance,Manual,1496,88.73,White,5,17.6
Hatchback,78210,4,Nissan,Nissan Micra,2010,135000,Petrol,Third Party insurance,Manual,1198,75.0,Silver,5,18.06
Hatchback,39922,1,Hyundai,Hyundai Grand i10,2015,430000,Petrol,Comprehensive,Manual,1197,82.0,Blue,5,18.9
Hatchback,61372,2,Maruti,Maruti Wagon R,2017,375000,Petrol,Third Party insurance,Manual,998,67.05,Grey,5,21.79
Hatchback,60250,1,Hyundai,Hyundai i10,2008,145000,Petrol,Comprehensive,Manual,1086,68.05,Red,5,19.81
Hatchback,91617,3,Hyundai,Hyundai Grand i10,2014,398000,Petrol,Comprehensive,Automatic,1197,82.0,White,5,18.9
Hatchback,23899,1,Hyundai,Hyundai i20 N Line,2021,1076000,Petrol,Third Party,Automatic,998,118.41,Others,5,20.25
Hatchback,89000,1,Maruti,Maruti Swift,2015,430000,Petrol,Comprehensive,Manual,1197,81.8,SILKY SILVER,5,21.21
Hatchback,97445,2,Maruti,Maruti Celerio,2017,400000,Petrol,Comprehensive,Automatic,998,67.04,Silver,5,23.1
Hatchback,69680,2,Hyundai,Hyundai i10,2012,287000,Petrol,Comprehensive,Manual,1197,78.9,Others,5,20.36
Hatchback,87431,1,Hyundai,Hyundai i20,2014,495000,Petrol,Comprehensive,Manual,1197,81.83,Red,5,18.6
Hatchback,98204,1,Hyundai,Hyundai EON,2015,298000,Petrol,Zero Dep,Manual,814,55.2,Blue,5,21.1
MUV,161471,1,Honda,Honda Mobilio,2014,425000,Diesel,Comprehensive,Manual,1498,98.6,TITANIUM GREY,7,24.2
Sedan,108338,2,Honda,Honda City,2012,430999,Petrol,Comprehensive,Manual,1497,116.3,Yellow,5,16.8
Hatchback,47045,1,Hyundai,Hyundai i20,2016,577000,Petrol,Comprehensive,Manual,1197,81.83,Red,5,18.6
Sedan,18079,1,Tata,Tata Tigor,2018,600000,Petrol,Third Party insurance,Automatic,1199,84.0,Silver,5,20.3
Hatchback,44985,1,Hyundai,Hyundai i10,2009,225000,Petrol,Third Party insurance,Manual,1086,68.05,Grey,5,19.81
Sedan,84095,1,Maruti,Maruti Ciaz,2017,675000,Diesel,Third Party insurance,Manual,1248,88.5,White,5,26.21
SUV,50520,1,Jeep,Jeep Compass,2020,1475000,Diesel,Comprehensive,Manual,1956,170.0,White,5,17.1
Sedan,82124,3,Mahindra Renault,Mahindra Renault Logan,2010,145000,Diesel,Comprehensive,Manual,1461,64.1108,White,5,19.2
Hatchback,91644,2,Hyundai,Hyundai Santro Xing,2005,100000,Petrol,Comprehensive,Manual,1086,64.1108,Silver,5,17.0
Hatchback,100658,4,Hyundai,Hyundai Santro Xing,2005,70000,Petrol,Comprehensive,Manual,1086,64.1108,R EARTH,5,17.0
Sedan,3228,1,Honda,Honda Amaze,2018,750000,Petrol,Third Party insurance,Automatic,1199,88.7,MODERN STEEL METALLIC,5,18.1
Sedan,41516,1,Tata,Tata Indigo,2010,150000,Petrol,Third Party insurance,Manual,1193,64.1,Gold,5,15.64
Hatchback,86147,2,Chevrolet,Chevrolet Beat,2012,195000,Diesel,Third Party insurance,Manual,936,57.6,POLAR WHITE,5,25.44
Sedan,101566,3,Honda,Honda City,2010,364000,Petrol,Comprehensive,Manual,1497,116.38575999999999,Silver,5,17.0
Sedan,73139,1,Skoda,Skoda Rapid,2018,729000,Diesel,Zero Dep,Manual,1498,108.6,Silver,5,21.13
Sedan,16787,1,Honda,Honda Amaze,2019,840000,Diesel,Comprehensive,Automatic,1498,78.9,Red,5,21.0
Sedan,99715,2,Skoda,Skoda Rapid,2016,680000,Petrol,Comprehensive,Automatic,1598,103.52,Silver,5,14.3
MUV,44386,1,Datsun,Datsun GO Plus,2018,413999,Petrol,Comprehensive,Manual,1198,67.05,Others,7,19.02
Hatchback,56200,1,Volkswagen,Volkswagen Polo,2014,380000,Petrol,Comprehensive,Manual,1598,103.5,White,5,15.26
MUV,17003,1,Datsun,Datsun GO Plus,2018,428000,Petrol,Third Party insurance,Manual,1198,67.05,Blue,7,19.02
Hatchback,44632,1,Hyundai,Hyundai Grand i10,2014,465000,Petrol,Third Party insurance,Automatic,1197,82.0,Orange,5,18.9
SUV,32091,1,Hyundai,Hyundai Creta,2018,1034000,Petrol,Third Party insurance,Automatic,1591,121.3,White,5,13.0
MUV,22740,2,Renault,Renault Triber,2021,772000,Petrol,Third Party insurance,Automatic,999,71.01,Blue,7,18.2
SUV,98000,2,Mercedes-Benz,Mercedes-Benz GLE,2016,3500000,Diesel,Comprehensive,Automatic,2143,201.15,Black,5,17.9
Sedan,95495,1,Volkswagen,Volkswagen Ameo,2018,450000,Petrol,Third Party insurance,Manual,1198,73.75,Grey,5,17.0
Sedan,122533,2,Hyundai,Hyundai Verna,2010,210000,Petrol,Third Party insurance,Manual,1591,121.3,Gold,5,17.01
Sedan,55320,1,Maruti,Maruti Swift Dzire,2013,409999,Petrol,Third Party insurance,Manual,1197,88.5,BERRY RED,5,22.41
Hatchback,68459,1,Hyundai,Hyundai i20,2012,325000,Diesel,Third Party insurance,Manual,1396,88.76,White,5,21.9
Sedan,14195,1,Honda,Honda Amaze,2016,450000,Petrol,Third Party insurance,Manual,1199,88.76,Golden Brown,5,18.6
Hatchback,67900,1,Hyundai,Hyundai i20,2012,280000,Petrol,Third Party insurance,Manual,1197,81.83,Silver,5,18.6
Hatchback,47756,1,Maruti,Maruti Wagon R,2017,409999,Petrol,Third Party insurance,Automatic,998,67.0,Silver,5,20.51
Hatchback,42856,1,Hyundai,Hyundai Grand i10,2016,520000,Petrol,Third Party insurance,Automatic,1197,82.0,Silver,5,18.9
Hatchback,43000,1,Volkswagen,Volkswagen Polo,2014,560000,Diesel,Comprehensive,Manual,1498,88.5,Blue,5,20.14
Sedan,27652,2,Toyota,Toyota Yaris,2019,702000,Petrol,Third Party,Manual,1496,105.94,Red,5,17.1
MUV,23539,1,Renault,Renault Triber,2021,656000,Petrol,Third Party,Manual,999,71.01,Others,7,20.0
Sedan,50000,1,Maruti,Maruti Ciaz,2015,525000,Petrol,Comprehensive,Manual,1373,91.1,Brown,5,20.73
Hatchback,18861,2,Maruti,Maruti Alto K10,2017,357000,Petrol,Comprehensive,Manual,998,65.71,Others,5,24.39
Hatchback,41138,1,Maruti,Maruti Swift,2017,512000,Petrol,Third Party insurance,Manual,1197,81.8,Silver,5,20.4
Hatchback,55039,1,Hyundai,Hyundai i10,2012,250000,Petrol,Comprehensive,Manual,1086,68.05,Silver,5,19.81
Hatchback,41361,2,Hyundai,Hyundai i20,2018,700000,Petrol,Third Party,Manual,1197,81.86,Silver,5,18.6
SUV,81037,1,Ford,Ford Ecosport,2015,535000,Diesel,Comprehensive,Manual,1498,98.96,White,5,23.0
Hatchback,28897,2,Honda,Honda Jazz,2017,641000,Petrol,Comprehensive,Automatic,1199,88.7,Red,5,19.0
SUV,46308,2,Mahindra,Mahindra KUV 100,2016,339000,Petrol,Comprehensive,Manual,1198,82.0,Blue,6,18.15
Hatchback,80033,1,Hyundai,Hyundai Santro Xing,2009,170000,Petrol,Third Party insurance,Manual,1086,82.0,Maroon,5,18.15
SUV,15000,2,Mini,Mini Cooper Countryman,2015,2650000,Diesel,Comprehensive,Automatic,1995,187.74,White,5,19.19
Hatchback,100056,1,Maruti,Maruti Wagon R,2012,310000,Petrol,Comprehensive,Manual,1197,81.8,Blue,5,20.52
Hatchback,90062,1,Hyundai,Hyundai i20,2018,725000,Petrol,Comprehensive,Manual,1197,81.86,Grey,5,18.6
Sedan,80030,3,Chevrolet,Chevrolet Optra,2005,114999,Petrol,Comprehensive,Manual,1599,102.57728,Black,5,17.4
SUV,90042,1,Mahindra,Mahindra TUV 300,2016,645000,Diesel,Comprehensive,Automatic,1493,100.0,Red,7,18.49
Hatchback,78030,1,Maruti,Maruti Wagon R,2017,440000,Petrol,Comprehensive,Manual,1197,81.8,Brown,5,20.52
SUV,55000,2,BMW,BMW X3,2013,1650000,Diesel,Comprehensive,Automatic,1995,184.0,White,5,16.09
SUV,100049,1,Hyundai,Hyundai Santa Fe,2014,975000,Diesel,Comprehensive,Automatic,2199,194.3,Red,7,13.01
SUV,138033,1,Chevrolet,Chevrolet Tavera,2010,535000,Diesel,Third Party insurance,Manual,2499,78.9,Red,7,14.8
MUV,14126,1,Datsun,Datsun GO Plus,2018,433000,Petrol,Comprehensive,Manual,1198,67.05,Others,7,19.02
SUV,35464,1,Renault,Renault Duster,2020,1044999,Petrol,Comprehensive,Manual,1330,153.866,Brown,5,16.42
SUV,100036,2,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2013,550000,Diesel,Third Party insurance,Manual,2696,162.0,Black,7,12.83
Hatchback,55161,3,Hyundai,Hyundai Grand i10,2015,411000,Petrol,Third Party insurance,Manual,1197,82.0,Orange,5,18.9
Hatchback,33771,1,Hyundai,Hyundai Santro,2019,518000,Petrol,Third Party insurance,Automatic,1086,68.0,Others,5,20.3
MUV,75011,1,Chevrolet,Chevrolet Enjoy,2016,525000,Diesel,Comprehensive,Manual,1248,73.74,Silver,8,18.2
Sedan,41659,1,Hyundai,Hyundai Verna,2016,647000,Petrol,Third Party,Manual,1591,121.3,Silver,5,17.01
Sedan,126055,2,Volvo,Volvo S 80,2012,925000,Diesel,Third Party insurance,Automatic,2400,215.0,White,5,16.0
Sedan,19935,1,Tata,Tata Tigor,2020,645000,Petrol,Third Party insurance,Manual,1199,83.81,Others,5,20.3
Hatchback,61126,1,Datsun,Datsun RediGO,2016,252999,Petrol,Comprehensive,Manual,799,53.64,Silver,5,22.7
SUV,100043,2,Mitsubishi,Mitsubishi Pajero,2012,1025000,Diesel,Comprehensive,Manual,2477,175.56,Silver,7,13.5
SUV,70034,1,Mitsubishi,Mitsubishi Pajero,2013,1175000,Diesel,Third Party insurance,Manual,2477,175.56,Silver,7,13.5
Hatchback,90068,2,Volkswagen,Volkswagen Polo,2018,600000,Diesel,Comprehensive,Manual,1498,88.0,Brown,5,20.14
Sedan,86694,1,Hyundai,Hyundai Xcent,2015,405000,Petrol,Third Party insurance,Manual,1197,81.86,Red,5,19.1
Sedan,86000,2,Mercedes-Benz,Mercedes-Benz C-Class,2011,1040000,Diesel,Comprehensive,Automatic,2143,167.6744,Silver,5,15.8
Sedan,79399,1,Maruti,Maruti Ciaz,2015,585000,Petrol,Comprehensive,Manual,1373,91.1,Red,5,20.73
Sedan,86038,1,Audi,Audi A4,2012,1175000,Diesel,Third Party insurance,Automatic,1968,138.0848,White,5,16.55
Hatchback,69863,1,Maruti,Maruti Wagon R,2015,385000,Petrol,Third Party insurance,Manual,998,67.1,Brown,5,18.9
MUV,2000022,1,Toyota,Toyota Innova Crysta,2017,1750000,Diesel,Comprehensive,Manual,2393,147.51,White,7,13.68
Hatchback,133727,1,Hyundai,Hyundai i10,2013,310000,Petrol,Third Party insurance,Manual,1197,78.9,Red,5,20.36
SUV,85781,1,Hyundai,Hyundai Creta,2016,916000,Petrol,Comprehensive,Automatic,1591,121.3,White,5,13.0
Hatchback,8837,1,Tata,Tata Altroz,2022,800000,Diesel,Third Party,Manual,1497,88.77,Blue,5,23.64
Sedan,120057,2,Toyota,Toyota Corolla Altis,2011,475000,Diesel,Third Party insurance,Manual,1364,87.2,Golden,5,21.43
Hatchback,48527,1,Toyota,Toyota Glanza,2019,699000,Petrol,Comprehensive,Manual,1197,88.5,Blue,5,22.35
SUV,71096,2,Honda,Honda WR-V,2017,714000,Diesel,Comprehensive,Manual,1498,98.6,Brown,5,25.5
Sedan,22000,1,Honda,Honda Amaze,2020,750000,Petrol,Comprehensive,Manual,1199,88.76,Silver,5,18.6
Hatchback,110054,1,Hyundai,Hyundai Grand i10 Nios,2020,626000,Petrol,Zero Dep,Manual,1197,81.86,Blue,5,20.7
Sedan,85028,1,Honda,Honda City,2012,465000,Petrol,Comprehensive,Manual,1497,117.3,Grey,5,17.4
Sedan,10990,1,Honda,Honda City,2021,1268000,Petrol,Zero Dep,Manual,1498,119.35,Silver,5,18.6
Sedan,115484,2,Hyundai,Hyundai Elantra,2017,805000,Petrol,Third Party,Manual,1999,149.92,Blue,5,14.59
SUV,80062,2,Skoda,Skoda Yeti,2011,475000,Diesel,Third Party insurance,Manual,1968,138.08,Grey,5,17.67
Sedan,80039,1,Skoda,Skoda Rapid,2012,375000,Diesel,Third Party insurance,Manual,1598,103.5,White,5,20.5
Hatchback,16473,1,Maruti,Maruti S-Presso,2020,509999,Petrol,Third Party insurance,Manual,998,65.71,Red,5,21.7
SUV,8000,1,BMW,BMW X5,2022,9350000,Petrol,Comprehensive,Automatic,2998,335.26,Blue,5,11.24
Hatchback,53819,1,Maruti,Maruti Baleno,2017,660000,Petrol,Third Party insurance,Automatic,1197,83.1,White,5,21.4
MUV,100060,2,Mahindra,Mahindra Scorpio,2011,495000,Diesel,Third Party insurance,Manual,2179,120.0,White,8,15.4
Sedan,93000,1,Volkswagen,Volkswagen Vento,2017,790000,Petrol,Comprehensive,Automatic,1197,103.2,Silver,5,18.19
MUV,82000,1,Maruti,Maruti Ertiga,2013,690000,Diesel,Comprehensive,Manual,1248,88.76,Silver,7,20.77
Sedan,100057,1,BMW,BMW 5 Series,2013,1450000,Diesel,Third Party insurance,Automatic,1995,190.0,Blue,5,18.12
Sedan,100425,1,Volkswagen,Volkswagen Ameo,2016,570000,Diesel,Third Party insurance,Manual,1498,108.62,Silver,5,21.66
Sedan,102497,1,Hyundai,Hyundai Verna,2018,827000,Diesel,Zero Dep,Manual,1582,126.2,Black,5,22.0
Sedan,97942,2,Toyota,Toyota Etios,2011,345000,Petrol,Third Party insurance,Manual,1496,88.73,Red,5,17.6
Hatchback,78423,1,Volkswagen,Volkswagen Polo,2019,650000,Petrol,Third Party insurance,Manual,999,75.0,Blue,5,18.78
Hatchback,43088,2,Maruti,Maruti Alto 800,2014,244000,Petrol,Third Party,Manual,796,47.33,Blue,5,22.05
SUV,14103,1,Renault,Renault Kiger,2021,815000,Petrol,Third Party insurance,Manual,999,98.63,Blue,5,20.5
Sedan,74000,1,Mercedes-Benz,Mercedes-Benz C-Class,2011,1100000,Diesel,Comprehensive,Automatic,2143,167.6744,Silver,5,15.8
SUV,41285,1,Toyota,Toyota Urban cruiser,2022,1150000,Petrol,Comprehensive,Automatic,1462,103.26,Black,5,18.76
Hatchback,76554,3,Ford,Ford Figo,2012,210000,Petrol,Third Party insurance,Manual,1196,70.02,Black,5,15.6
MUV,25119,1,Datsun,Datsun GO Plus,2018,391000,Petrol,Third Party insurance,Manual,1198,67.05,Silver,7,19.02
SUV,4977,1,Volkswagen,Volkswagen Taigun,2022,1529000,Petrol,Comprehensive,Manual,999,113.98,Silver,5,20.08
SUV,10000,1,Volvo,Volvo XC40,2023,5300000,Petrol,Comprehensive,Automatic,1969,197.0,White,5,12.18
Sedan,85037,3,Honda,Honda New Accord,2004,250000,Petrol,Comprehensive,Automatic,2997,218.0,Black,5,9.0
Hatchback,2177,2,Maruti,Maruti S-Presso,2021,549000,Petrol,Comprehensive,Manual,998,65.71,White,5,21.7
SUV,40511,1,Ford,Ford Ecosport,2018,860000,Diesel,Third Party insurance,Manual,1498,98.96,Blue,5,21.7
SUV,30400,1,Hyundai,Hyundai Venue,2021,1145000,Petrol,Third Party insurance,Manual,998,118.35,Green,5,18.0
SUV,75000,1,Honda,Honda WR-V,2017,790000,Diesel,Comprehensive,Manual,1498,98.6,Maroon,5,25.5
SUV,27600,1,Skoda,Skoda Kushaq,2021,1650000,Petrol,Third Party insurance,Automatic,999,113.98,Red,5,17.2
Hatchback,53908,1,Hyundai,Hyundai Grand i10,2015,475000,Diesel,Third Party insurance,Manual,1120,70.0,Orange,5,24.0
Sedan,30000,1,Mercedes-Benz,Mercedes-Benz E-Class,2020,5700000,Diesel,Comprehensive,Automatic,1950,191.7,Silver,5,16.1
SUV,46000,1,Mercedes-Benz,Mercedes-Benz GLE,2017,4950000,Diesel,Comprehensive,Automatic,2143,201.15,White,5,17.9
SUV,9471,1,Tata,Tata Punch,2021,828999,Petrol,Zero Dep,Automatic,1199,86.63,White,5,18.8
Hatchback,12011,1,Tata,Tata Tiago,2020,648000,Petrol,Comprehensive,Automatic,1199,83.83,Silver,5,23.84
Sedan,85000,2,Volkswagen,Volkswagen Vento,2011,375000,Petrol,Comprehensive,Automatic,1598,103.6,Black,5,14.4
SUV,27370,1,Hyundai,Hyundai Creta,2016,964000,Petrol,Comprehensive,Automatic,1591,121.3,White,5,13.0
Hatchback,53098,2,Hyundai,Hyundai EON,2016,288000,Petrol,Comprehensive,Manual,814,55.2,White,5,21.1
Hatchback,51680,1,Datsun,Datsun RediGO,2019,340000,Petrol,Third Party insurance,Manual,799,53.64,Red,5,22.7
Sedan,35821,2,Honda,Honda City,2018,906000,Petrol,Comprehensive,Automatic,1497,117.6,Brown,5,18.0
Coupe,60000,2,Land Rover,Land Rover Range Rover Evoque,2013,3300000,Petrol,Comprehensive,Automatic,1999,236.7,Grey,5,12.07
Hatchback,39323,2,Hyundai,Hyundai i20,2018,686000,Petrol,Comprehensive,Automatic,1197,81.86,Blue,5,17.4
Hatchback,60799,1,Renault,Renault KWID,2016,335000,Petrol,Comprehensive,Manual,799,53.3,Red,5,25.17
Sedan,130000,2,Mercedes-Benz,Mercedes-Benz C-Class,2014,1350000,Diesel,Comprehensive,Automatic,2143,170.0,Silver,5,14.84
Sedan,63000,1,Toyota,Toyota Camry,2014,1800000,Petrol,Comprehensive,Automatic,2494,158.2,Grey,5,19.16
Sedan,50000,1,Mercedes-Benz,Mercedes-Benz E-Class,2017,4900000,Diesel,Comprehensive,Automatic,2987,254.8,Grey,5,17.0
Sedan,22600,1,BMW,BMW 3 Series Gran Limousine,2021,5750000,Diesel,Third Party insurance,Automatic,1995,187.4,Silver,5,19.62
Sedan,30000,1,Maruti,Maruti Ciaz,2021,900000,Petrol,Third Party insurance,Manual,1462,103.25,Grey,5,20.65
Sedan,58619,1,Hyundai,Hyundai Verna,2018,900000,Petrol,Third Party insurance,Manual,1591,121.3,Silver,5,17.0
SUV,23300,1,Ford,Ford Ecosport,2019,890000,Petrol,Third Party insurance,Manual,1497,121.31,Brown,5,17.0
Hatchback,121032,3,Hyundai,Hyundai i20,2010,280000,Petrol,Third Party insurance,Manual,1197,78.90559999999999,Blue,5,17.0
Hatchback,91000,1,Hyundai,Hyundai i10,2010,265000,Petrol,Comprehensive,Manual,1197,78.9,Grey,5,20.36
SUV,30000,1,Kia,Kia Seltos,2020,1200000,Diesel,Comprehensive,Manual,1493,113.43,White,5,20.8
Hatchback,82171,2,Maruti,Maruti Baleno,2019,574000,Petrol,Comprehensive,Manual,1197,83.1,White,5,21.4
Hatchback,18551,1,Tata,Tata Tiago,2022,711000,CNG,Comprehensive,Manual,1199,72.0,Blue,5,26.49
Hatchback,35000,1,Hyundai,Hyundai i20,2020,960000,Petrol,Comprehensive,Automatic,998,118.41,Blue,5,20.28
Hatchback,50252,1,Maruti,Maruti Alto 800,2016,273000,Petrol,Comprehensive,Manual,796,47.3,Red,5,24.7
Sedan,34715,2,Honda,Honda Amaze,2019,593000,Petrol,Comprehensive,Manual,1199,88.76,Brown,5,19.5
SUV,30197,1,MG,MG Hector,2020,1725000,Petrol,Third Party insurance,Automatic,1451,141.0,White,5,13.96
SUV,79089,2,Hyundai,Hyundai Creta,2018,844999,Petrol,Third Party,Manual,1591,121.3,White,5,13.0
Sedan,24035,2,Nissan,Nissan Sunny,2011,300000,Petrol,Comprehensive,Manual,1498,97.7,White,5,16.95
Hatchback,39605,1,Hyundai,Hyundai Grand i10 Nios,2020,735000,Diesel,Comprehensive,Manual,1186,73.97,Others,5,26.2
Hatchback,66992,1,Maruti,Maruti Wagon R,2016,407000,Petrol,Comprehensive,Automatic,998,67.0,Blue,5,20.51
SUV,50000,1,Mercedes-Benz,Mercedes-Benz GLC,2021,5900000,Diesel,Comprehensive,Automatic,1950,194.0,White,5,20.51
Hatchback,29973,1,Maruti,Maruti Celerio,2017,459999,Petrol,Third Party insurance,Manual,998,67.05,Blue,5,21.63
Hatchback,49791,1,Renault,Renault KWID,2018,360000,Petrol,Third Party insurance,Manual,799,53.3,Grey,5,25.17
SUV,52609,1,MG,MG Hector,2020,1650000,Petrol,Third Party insurance,Automatic,1451,141.0,White,5,13.96
Hatchback,70000,1,Honda,Honda Jazz,2010,360000,Petrol,Comprehensive,Manual,1198,88.7688,Blue,5,16.0
SUV,23000,1,Honda,Honda WR-V,2018,700000,Petrol,Third Party insurance,Manual,1199,88.7,Brown,5,17.5
Hatchback,52172,1,Maruti,Maruti Alto,2010,210000,Petrol,Third Party insurance,Manual,796,46.3,Silver,5,19.7
SUV,29041,1,Hyundai,Hyundai Creta,2022,1825000,Diesel,Third Party insurance,Manual,1493,113.45,Red,5,19.7
Hatchback,67022,1,Nissan,Nissan Micra,2017,484999,Petrol,Third Party insurance,Automatic,1198,75.94,Blue,5,19.34
Sedan,9900,1,Audi,Audi A8,2021,9000000,Petrol,Comprehensive,Automatic,2995,330.614464,Black,5,11.7
Sedan,103651,2,Volkswagen,Volkswagen Ameo,2016,513000,Diesel,Zero Dep,Manual,1498,108.62,White,5,21.66
Sedan,49682,1,Honda,Honda Amaze,2016,520000,Petrol,Third Party insurance,Automatic,1198,86.7,White,5,15.5
SUV,31000,1,Volvo,Volvo XC60,2018,4800000,Diesel,Comprehensive,Automatic,1984,181.0,White,5,14.7
Hatchback,53751,3,Renault,Renault KWID,2018,305000,Petrol,Comprehensive,Manual,799,53.3,Others,5,25.17
Hatchback,111283,2,Maruti,Maruti Alto 800,2015,238000,Petrol,Comprehensive,Manual,796,47.33,Silver,5,22.05
SUV,63000,2,Ford,Ford Ecosport,2013,540000,Diesel,Comprehensive,Manual,1498,89.84,White,5,22.7
MUV,52509,1,Datsun,Datsun GO Plus,2016,362000,Petrol,Comprehensive,Manual,1198,67.0,Red,7,19.44
Hatchback,69319,1,Nissan,Nissan Micra,2017,459999,Diesel,Third Party insurance,Manual,1461,63.1,White,5,23.08
Hatchback,89191,1,Maruti,Maruti Celerio,2018,451000,Petrol,Comprehensive,Manual,998,65.71,Silver,5,25.24
SUV,123152,1,Mahindra,Mahindra KUV 100,2017,442000,Diesel,Comprehensive,Manual,1198,77.0,Others,6,25.32
Sedan,65000,2,Audi,Audi A6,2013,1480000,Diesel,Comprehensive,Automatic,1968,174.33,Black,5,17.68
Sedan,116413,1,Honda,Honda Amaze,2014,430000,Diesel,Comprehensive,Manual,1498,98.6,Silver,5,25.8
Sedan,56000,1,Audi,Audi A6,2015,2290000,Petrol,Third Party insurance,Automatic,1798,187.74,White,5,15.26
Sedan,78000,1,Audi,Audi A6,2015,2089999,Petrol,Third Party insurance,Automatic,1798,187.74,White,5,15.26
SUV,30000,1,Mercedes-Benz,Mercedes-Benz GLE,2020,7500000,Diesel,Comprehensive,Automatic,1950,241.38,Blue,5,15.26
SUV,2000,1,Mercedes-Benz,Mercedes-Benz AMG GLA 35,2022,6450000,Petrol,Third Party insurance,Automatic,1991,301.73,White,5,15.26
Sedan,300,1,Mercedes-Benz,Mercedes-Benz AMG A 35,2022,5900000,Petrol,Comprehensive,Automatic,1991,301.73,Black,5,15.26
SUV,11600,1,Hyundai,Hyundai Venue,2022,950000,Petrol,Third Party insurance,Manual,1197,81.8,Red,5,15.26
SUV,18377,1,MG,MG Hector,2021,1750000,Petrol,Third Party insurance,Manual,1451,141.0,Black,5,15.81
Sedan,97000,2,Honda,Honda City,2010,365000,Petrol,Comprehensive,Automatic,1497,116.38575999999999,Maroon,5,16.8
Hatchback,75184,1,Hyundai,Hyundai EON,2015,287000,Petrol,Comprehensive,Manual,814,55.2,Silver,5,21.1
Sedan,49387,2,Maruti,Maruti Swift Dzire,2014,437000,Petrol,Comprehensive,Manual,1197,88.5,Silver,5,22.41
Hatchback,81000,1,Hyundai,Hyundai i10,2011,310000,Petrol,Comprehensive,Manual,1197,78.9,Golden,5,20.36
Hatchback,80320,1,Maruti,Maruti Wagon R,2010,287000,Petrol,Comprehensive,Manual,998,67.1,Red,5,18.9
Sedan,8608,1,Skoda,Skoda Rapid,2021,1202000,Petrol,Zero Dep,Automatic,999,108.62,White,5,16.24
Sedan,23000,1,Hyundai,Hyundai Verna,2018,975000,Petrol,Comprehensive,Automatic,1591,121.3,Grey,5,17.0
SUV,96892,3,Nissan,Nissan Terrano,2015,515000,Diesel,Third Party insurance,Manual,1461,108.5,Red,5,19.01
SUV,75000,1,Renault,Renault Duster,2016,665000,Diesel,Comprehensive,Manual,1461,83.8,Black,5,19.87
Hatchback,61237,1,Maruti,Maruti Alto 800,2016,279000,Petrol,Third Party,Manual,796,47.33,Red,5,22.05
SUV,32806,1,Nissan,Nissan Magnite,2021,766000,Petrol,Comprehensive,Manual,999,98.63,White,5,20.0
Hatchback,52138,1,Renault,Renault KWID,2019,380000,Petrol,Third Party insurance,Manual,999,67.0,White,5,23.01
Sedan,37429,1,Volkswagen,Volkswagen Ameo,2016,520000,Petrol,Third Party insurance,Manual,999,75.0,Blue,5,19.44
